GeneName	SAMN15636466	SAMN15636467	SAMN15636468	SAMN15636469	SAMN15636470	SAMN15636471
LOC121107153	0	0	0	0	0	0
LOC121107154	0	0	0	0	0	0
LOC121107155	0	0	0	0	0	0
LOC121107156	0	0	0	0	0	0
LOC121107157	0	0	0	0	0	0
LOC121107158	5	0	0	0	0	0
LOC121107159	0	0	0	0	0	0
LOC121107160	6	5	0	6	0	0
LOC121107161	0	0	0	0	0	0
LOC121107162	0	0	0	0	0	0
LOC121107163	0	0	0	0	0	0
LOC121107164	0	0	0	0	0	0
LOC121107165	0	0	0	0	0	0
LOC121107166	0	0	0	0	0	0
LOC121107167	0	0	0	0	0	0
LOC121107168	0	1	0	0	0	0
LOC121107169	0	0	0	0	0	0
LOC121107170	0	0	0	0	0	0
LOC121107171	0	0	0	0	0	0
LOC121107172	0	0	0	0	0	0
LOC121107173	0	0	0	0	0	0
LOC121107174	3	2	1	0	3	0
LOC121107175	0	0	0	0	0	0
LOC121107176	0	0	0	0	0	0
LOC121107177	0	0	0	0	0	0
LOC121107178	18	16	27	23	50	28
LOC121107179	0	5	2	1	8	5
LOC121107180	0	9	8	18	12	28
LOC121107181	1	3	1	3	10	7
LOC121107182	9	9	23	8	32	17
LOC121107183	0	0	0	0	0	0
LOC121107184	0	4	1	2	4	2
LOC121107185	0	0	0	0	0	0
LOC121107186	0	0	0	0	0	0
LOC121107187	0	0	0	0	0	0
LOC121107188	0	0	0	0	0	0
LOC121107189	0	0	0	0	0	0
LOC121107190	20	12	15	16	15	11
LOC121107191	54	75	45	39	72	34
LOC121107192	0	0	1	1	0	0
LOC121107193	0	0	0	3	0	2
LOC121107194	0	0	0	1	0	0
LOC121107195	0	0	0	0	1	2
LOC121107196	0	0	0	0	0	0
LOC121107197	0	1	1	0	0	0
LOC121107198	0	0	0	0	0	0
LOC121107199	0	0	0	0	0	0
LOC121107200	0	0	0	0	0	0
LOC121107201	0	3	2	0	6	2
LOC121107202	0	0	0	0	0	0
LOC121107203	0	0	0	0	0	0
LOC121107204	0	0	0	0	0	0
LOC121107205	0	0	0	0	0	0
LOC121107206	0	1	0	1	2	0
LOC121107207	0	0	0	0	0	0
LOC121107208	0	0	0	0	0	0
LOC121107209	0	0	0	0	0	0
LOC121107210	0	0	0	0	0	0
LOC121107211	0	0	2	0	1	0
LOC121107212	0	0	0	0	0	0
LOC121107213	0	0	0	0	0	0
LOC121107214	0	0	0	0	0	0
LOC121107215	0	0	0	2	0	0
LOC121107216	0	0	0	0	0	0
LOC121107217	0	0	0	0	0	0
LOC121107218	0	0	0	0	0	0
LOC121107219	0	0	0	0	0	0
LOC121107220	0	0	0	0	0	0
LOC121107221	0	4	0	0	0	0
LOC121107222	0	0	0	0	0	0
LOC121107223	0	0	0	0	0	0
LOC121107224	0	0	0	0	0	0
LOC121107225	0	0	0	0	0	0
LOC121107226	0	0	0	0	0	0
LOC121107227	0	0	0	0	0	0
LOC121107228	0	0	0	0	0	0
LOC121107229	0	5	3	3	5	2
LOC121107230	0	0	0	0	0	0
LOC121107231	0	0	0	0	0	0
LOC121107232	0	0	0	0	0	0
LOC121107233	0	0	0	0	0	0
LOC121107234	0	0	0	0	0	0
LOC121107235	3	7	4	9	8	9
LOC121107236	0	0	0	0	0	0
LOC121107237	0	0	0	0	0	0
LOC121107238	0	0	0	0	0	0
LOC121107239	0	0	0	0	0	0
LOC121107240	0	0	0	0	0	0
LOC121107241	0	0	0	0	0	0
LOC121107242	0	0	0	0	0	0
LOC121107243	0	0	0	0	0	0
LOC121107244	9	8	11	6	11	6
LOC121107245	0	0	0	0	0	0
LOC121107246	0	0	0	0	0	0
LOC121107247	0	0	0	0	0	0
LOC121107248	0	0	0	0	0	0
LOC121107249	0	0	0	0	0	0
LOC121107250	0	0	0	1	0	0
LOC121107251	0	0	0	0	0	0
LOC121107252	0	0	0	0	0	0
LOC121107253	0	0	0	0	0	0
LOC121107254	0	0	0	0	0	0
LOC121107255	1	2	0	1	4	2
LOC121107256	0	0	0	0	0	0
LOC121107257	0	0	0	0	0	0
LOC121107258	93	123	148	96	167	80
LOC121107259	0	0	0	0	0	0
LOC121107260	0	0	0	0	0	0
LOC121107261	0	3	0	1	0	6
LOC121107262	0	0	0	0	0	0
LOC121107263	21	24	7	16	21	26
LOC121107264	2	2	1	0	0	0
LOC121107265	0	0	0	1	0	3
LOC121107266	29	47	63	35	71	39
LOC121107267	0	0	3	0	1	0
LOC121107268	0	0	0	0	0	0
LOC121107269	0	2	0	3	1	0
LOC121107270	0	0	0	0	3	0
LOC121107271	0	0	1	0	0	0
LOC121107272	69	88	124	93	90	86
LOC121107273	0	1	0	0	0	0
LOC121107274	0	0	0	0	0	0
LOC121107275	633	828	664	704	533	795
LOC121107276	0	0	0	0	0	0
LOC121107277	2	0	4	0	0	2
LOC121107278	9	12	6	17	15	14
LOC121107279	4	7	7	13	17	3
LOC121107280	0	0	0	0	0	0
LOC121107281	2	1	4	4	5	2
LOC121107282	0	0	0	0	2	0
LOC121107283	16	46	30	28	31	54
LOC121107284	1	4	1	4	6	2
LOC121107285	3	1	3	0	0	4
LOC121107286	18	31	33	28	29	26
LOC121107287	0	1	3	1	0	5
LOC121107288	7	5	8	4	12	19
LOC121107289	18	16	31	19	24	9
LOC121107290	6	15	19	27	36	12
LOC121107291	3	1	2	0	0	7
LOC121107292	10	14	13	15	9	7
LOC121107293	0	0	0	0	4	0
LOC121107294	7	5	0	0	2	7
LOC121107295	0	0	0	0	0	0
LOC121107296	4	2	1	1	2	3
LOC121107297	6	4	5	5	2	4
LOC121107298	0	0	0	0	0	0
LOC121107299	313	123	412	110	330	209
LOC121107300	41	22	18	23	33	15
LOC121107301	11	14	13	19	22	17
LOC121107302	0	0	0	0	0	0
LOC121107303	0	0	0	0	0	0
LOC121107304	0	0	0	0	0	0
LOC121107305	140	89	113	94	165	123
LOC121107306	75	55	54	31	83	61
LOC121107307	23	24	18	15	20	15
LOC121107308	2	0	1	5	1	5
LOC121107309	32	25	57	28	88	43
LOC121107310	8	15	2	4	13	14
LOC121107311	0	0	0	0	0	0
LOC121107312	0	0	0	7	10	2
LOC121107313	26	45	25	46	25	66
LOC121107314	211	299	69	195	49	85
LOC121107315	0	2	0	2	0	4
LOC121107316	8	17	18	13	16	15
LOC121107317	0	0	0	0	0	0
LOC121107318	0	1	0	0	0	0
LOC121107319	0	0	0	0	0	0
LOC121107320	246	751	904	412	287	780
LOC121107321	0	0	1	0	0	0
LOC121107322	1	1	1	0	1	2
LOC121107323	6	11	10	12	11	12
LOC121107324	25	37	29	21	28	33
LOC121107325	0	2	0	0	0	0
LOC121107326	0	0	0	0	0	0
LOC121107327	0	0	0	0	1	0
LOC121107328	15	31	21	29	45	57
LOC121107329	2	2	1	0	6	5
LOC121107330	0	0	0	0	0	0
LOC121107331	0	0	1	0	0	4
LOC121107332	0	0	0	0	0	0
LOC121107333	0	0	0	0	1	0
LOC121107334	0	4	1	1	1	0
LOC121107335	0	0	0	0	0	0
LOC121107336	1	1	1	2	4	1
LOC121107337	0	0	0	0	0	0
LOC121107338	0	0	0	0	0	0
LOC121107339	0	0	0	0	0	0
LOC121107340	0	0	0	0	0	0
LOC121107341	0	0	0	0	0	0
LOC121107342	0	0	0	0	0	0
LOC121107343	0	0	0	0	0	0
LOC121107344	0	0	0	2	1	1
LOC121107345	8	12	9	4	2	12
LOC121107346	2	4	0	0	3	0
LOC121107347	4	13	8	3	4	5
LOC121107348	24	9	14	19	16	24
LOC121107349	25	50	62	47	83	43
LOC121107350	15	22	15	24	35	24
LOC121107351	2	0	5	6	6	4
LOC121107352	16	15	10	7	24	26
LOC121107353	11	10	5	3	7	4
LOC121107354	0	0	0	0	0	0
LOC121107355	3	9	13	10	5	4
LOC121107356	0	1	0	0	0	1
LOC121107357	0	8	4	16	8	11
LOC121107358	16	30	9	18	26	46
LOC121107359	27	42	14	23	47	38
LOC121107360	0	1	2	2	0	2
LOC121107361	1	1	0	2	0	5
LOC121107362	1	1	3	0	5	2
LOC121107363	0	0	0	0	0	0
LOC121107364	128	103	98	111	92	264
LOC121107365	41	13	18	23	21	40
LOC121107366	0	0	0	2	2	0
LOC121107367	1	1	0	3	2	1
LOC121107368	6	1	1	1	6	6
LOC121107369	0	0	0	0	1	0
LOC121107370	1	0	0	0	0	0
LOC121107371	4	6	8	3	5	2
LOC121107372	56	71	74	36	72	74
LOC121107373	22	21	29	10	25	18
LOC121107374	0	6	0	1	7	11
LOC121107375	26	11	4	8	51	19
LOC121107376	45	50	102	80	86	81
LOC121107377	0	0	2	1	1	0
LOC121107378	36	65	61	84	58	56
LOC121107379	0	2	1	0	0	1
LOC121107380	0	0	0	0	0	0
LOC121107381	0	0	0	0	0	0
LOC121107382	2	3	2	4	2	5
LOC121107383	0	0	0	0	0	0
LOC121107384	26	29	24	26	33	31
LOC121107385	26	40	38	14	30	46
LOC121107386	2	4	3	3	4	5
LOC121107387	0	2	0	0	0	3
LOC121107388	0	0	0	0	0	0
LOC121107389	0	0	0	0	0	0
LOC121107390	0	0	0	0	1	0
LOC121107391	56	11	18	34	34	35
LOC121107392	0	0	1	0	0	0
LOC121107393	0	0	0	0	0	0
LOC121107394	0	0	0	0	0	0
LOC121107395	19	11	11	12	11	59
LOC121107396	0	0	0	1	8	0
LOC121107397	4	3	3	10	20	2
LOC121107398	0	0	0	0	0	0
LOC121107399	0	0	0	0	0	0
LOC121107400	31	20	16	13	12	28
LOC121107401	3	6	18	8	15	4
LOC121107402	0	1	0	0	1	0
LOC121107403	135	128	154	130	380	135
LOC121107404	0	0	0	0	0	0
LOC121107405	0	0	0	0	0	0
LOC121107406	0	0	0	0	0	0
LOC121107407	0	0	0	0	0	0
LOC121107408	0	0	0	0	0	0
LOC121107409	3	12	9	16	10	9
LOC121107410	2	1	5	1	0	0
LOC121107411	156	113	98	96	183	98
LOC121107412	2	12	1	4	5	21
LOC121107413	5	4	2	18	15	18
LOC121107414	0	0	0	0	0	0
LOC121107415	1	2	3	0	1	4
LOC121107416	0	0	2	2	0	1
LOC121107417	0	0	0	0	0	0
LOC121107418	0	0	0	0	0	0
LOC121107419	1	0	0	0	0	0
LOC121107420	0	0	0	0	0	0
LOC121107421	0	0	0	0	0	0
LOC121107422	0	0	0	0	0	0
LOC121107423	50	29	31	30	39	57
LOC121107424	17	28	33	32	32	64
LOC121107425	0	0	0	0	0	0
LOC121107426	0	0	0	1	2	0
LOC121107427	0	0	0	0	0	0
LOC121107428	0	0	0	0	0	0
LOC121107429	0	0	1	0	0	1
LOC121107430	0	0	3	2	0	1
LOC121107431	8	3	1	9	0	1
LOC121107432	3	3	3	3	5	0
LOC121107433	0	0	0	0	0	0
LOC121107434	0	0	0	0	0	0
LOC121107435	0	0	0	0	0	0
LOC121107436	0	0	0	0	0	0
LOC121107437	0	0	0	0	0	0
LOC121107438	0	0	2	0	0	2
LOC121107439	0	0	0	0	0	0
LOC121107440	9	8	11	2	12	16
LOC121107441	0	0	0	1	0	2
LOC121107442	0	0	0	0	0	0
LOC121107443	0	0	0	0	0	0
LOC121107444	0	0	0	0	0	0
LOC121107445	0	0	0	0	0	0
LOC121107446	0	0	0	0	1	0
LOC121107447	614	32	9937	292	10273	57
LOC121107448	2828	120	23175	345	18622	66
LOC121107449	0	0	1	0	2	0
LOC121107450	1	2	2	2	2	0
LOC121107451	0	0	0	0	0	0
LOC121107452	25	29	7	24	29	31
LOC121107453	31	15	15	11	11	42
LOC121107454	0	0	0	0	0	0
LOC121107455	0	0	0	0	0	0
LOC121107456	3	0	0	1	5	2
LOC121107457	7	11	4	4	11	12
LOC121107458	64	97	22	44	61	90
LOC121107459	0	4	1	3	4	4
LOC121107460	10	11	3	9	5	19
LOC121107461	0	0	0	0	0	0
LOC121107462	91	127	163	180	174	179
LOC121107463	11	33	0	94	53	12
LOC121107464	19	36	57	46	85	75
LOC121107465	57	76	53	49	86	30
LOC121107466	70	114	93	104	42	106
LOC121107467	1	0	0	0	1	0
LOC121107468	3	0	0	0	0	0
LOC121107469	20	14	13	21	7	15
LOC121107470	0	0	0	0	0	0
LOC121107471	0	0	0	0	0	0
LOC121107472	0	0	0	0	0	0
LOC121107473	9	12	70	5	40	1
LOC121107474	0	0	2	1	0	0
LOC121107475	0	0	0	0	0	0
LOC121107476	24	28	39	46	36	8
LOC121107477	0	0	0	0	0	0
LOC121107478	0	0	0	0	0	0
LOC121107479	0	0	0	0	1	0
LOC121107480	0	0	0	0	0	0
LOC121107481	0	3	0	1	0	0
LOC121107482	0	2	0	3	0	0
LOC121107483	0	0	0	0	0	0
LOC121107484	0	0	0	0	0	0
LOC121107485	0	0	0	0	0	0
LOC121107486	0	0	0	0	0	0
LOC121107487	0	0	0	0	0	0
LOC121107488	0	0	0	0	0	0
LOC121107489	0	0	0	0	0	0
LOC121107490	0	0	0	0	0	0
LOC121107491	0	0	0	0	0	0
LOC121107492	9	2	11	18	21	8
LOC121107493	1	0	0	0	0	0
LOC121107494	21	31	19	14	30	30
LOC121107495	21	23	26	4	32	21
LOC121107496	14	8	10	8	18	24
LOC121107497	0	0	0	0	0	0
LOC121107498	0	0	0	0	0	1
LOC121107499	0	0	0	0	0	0
LOC121107500	0	0	0	0	0	0
LOC121107501	2	2	2	5	1	0
LOC121107502	1	2	1	0	7	3
LOC121107503	2	2	1	1	0	0
LOC121107504	0	1	0	0	0	0
LOC121107505	5	7	16	8	14	9
LOC121107506	4	4	0	6	1	7
LOC121107507	2	1	5	1	3	2
LOC121107508	20	27	46	23	33	26
LOC121107509	0	0	0	0	0	1
LOC121107510	0	0	0	0	0	0
LOC121107511	0	0	0	0	0	0
LOC121107512	33	36	8	73	48	78
LOC121107513	0	0	0	0	0	0
LOC121107514	0	0	2	1	0	0
LOC121107515	1	2	0	2	3	4
LOC121107516	0	0	0	0	0	0
LOC121107517	0	0	0	0	0	0
LOC121107518	0	3	3	1	2	3
LOC121107519	0	0	0	0	0	0
LOC121107520	0	0	0	0	0	0
LOC121107521	10	18	24	14	38	21
LOC121107522	25	107	42	59	72	196
LOC121107523	0	0	0	0	0	0
LOC121107524	0	1	1	2	3	1
LOC121107525	0	0	1	1	3	0
LOC121107526	2	3	3	3	6	3
LOC121107527	0	0	0	0	0	0
LOC121107528	10	5	1	5	7	10
LOC121107529	1	1	2	4	3	6
LOC121107530	0	6	0	2	1	2
LOC121107531	20	28	29	33	51	47
LOC121107532	0	7	2	4	9	2
LOC121107533	0	2	2	0	0	1
LOC121107534	0	0	0	0	0	2
LOC121107535	0	0	0	0	0	0
LOC121107536	5	8	15	8	6	3
LOC121107537	13	13	19	12	27	17
LOC121107538	659	551	572	545	575	699
LOC121107539	105	226	115	100	70	381
LOC121107540	23	20	29	27	40	17
LOC121107541	0	0	0	0	4	0
LOC121107542	332	365	247	353	272	218
LOC121107543	91	54	48	85	50	87
LOC121107544	1	1	0	0	0	0
LOC121107545	1	885	901	2	395	595
LOC121107546	149	73	57	75	80	119
LOC121107547	2	0	0	0	3	1
LOC121107548	17	13	21	27	26	13
LOC121107549	1	1	1	0	0	0
LOC121107550	0	1	1	0	1	2
LOC121107551	8	0	1	0	0	0
LOC121107552	0	0	1	0	0	0
LOC121107553	0	0	0	0	0	0
LOC121107554	0	0	0	4	1	0
LOC121107556	2	6	3	4	14	2
LOC121107557	193	55	67	198	244	132
LOC121107558	78	107	52	268	195	67
LOC121107559	5	2	7	0	2	2
LOC121107560	8	7	6	8	13	19
LOC121107561	0	0	0	0	0	0
LOC121107562	1	1	0	0	4	1
LOC121107563	0	0	0	0	0	0
LOC121107564	0	0	0	0	0	0
LOC121107565	0	0	0	0	0	0
LOC121107566	0	0	0	0	0	0
LOC121107567	0	0	0	0	0	0
LOC121107568	0	0	0	0	0	0
LOC121107569	0	0	0	0	0	0
LOC121107570	0	0	0	0	0	0
LOC121107571	0	0	0	0	0	0
LOC121107572	0	2	0	0	4	0
LOC121107573	0	0	0	0	0	0
LOC121107574	0	0	0	0	0	0
LOC121107575	0	0	0	0	0	0
LOC121107576	0	0	0	0	0	0
LOC121107577	0	0	0	0	0	0
LOC121107578	0	0	0	0	0	0
LOC121107579	0	0	0	0	0	0
LOC121107580	39	16	19	11	18	13
LOC121107581	468	275	106	198	343	469
LOC121107582	4	3	11	2	0	21
LOC121107584	0	1	2	0	0	0
LOC121107586	0	1	4	5	2	6
LOC121107587	0	0	0	0	0	0
LOC121107588	6	6	5	5	9	5
LOC121107589	22	18	2	48	37	8
LOC121107590	17	53	36	55	24	59
LOC121107591	3	7	5	2	4	7
LOC121107592	15	9	15	16	18	8
LOC121107593	0	0	0	0	0	0
LOC121107595	0	0	0	0	0	0
LOC121107596	0	0	0	0	0	0
LOC121107597	0	0	0	0	0	0
LOC121107598	22	12	11	7	4	14
LOC121107599	6	1	5	7	18	9
LOC121107600	0	1	3	7	1	4
LOC121107601	0	0	0	0	0	0
LOC121107602	0	0	0	0	0	0
LOC121107603	0	0	0	0	0	0
LOC121107604	0	0	0	0	0	0
LOC121107605	0	0	0	0	0	0
LOC121107606	0	0	0	0	0	0
LOC121107607	2	0	2	1	0	1
LOC121107608	1	2	2	2	6	1
LOC121107609	1	8	3	2	20	6
LOC121107611	6	1	2	4	1	2
LOC121107612	0	2	6	3	1	1
LOC121107613	4	10	6	4	11	5
LOC121107614	2	2	3	1	3	3
LOC121107615	10	31	31	38	52	36
LOC121107616	1	0	0	0	3	0
LOC121107617	0	0	0	0	0	0
LOC121107618	2	20	0	1	5	2
LOC121107619	75	115	63	62	56	76
LOC121107620	4	4	5	3	7	10
LOC121107621	31	50	34	33	42	50
LOC121107622	4	12	8	14	14	7
LOC121107623	0	0	0	2	0	0
LOC121107624	13	15	16	18	27	20
LOC121107625	0	0	0	1	1	9
LOC121107627	24	59	31	149	176	41
LOC121107628	7	3	22	3	11	6
LOC121107629	16	25	24	16	53	25
LOC121107630	6	8	2	9	2	5
LOC121107631	0	0	0	0	0	0
LOC121107632	2	0	0	0	0	0
LOC121107633	0	2	0	0	1	0
LOC121107634	0	1	0	2	0	0
LOC121107635	7	2	5	6	7	2
LOC121107636	5	5	8	15	9	4
LOC121107637	2	0	3	6	4	1
LOC121107638	2	3	0	1	0	0
LOC121107639	0	1	1	0	0	2
LOC121107640	0	0	0	0	0	0
LOC121107641	0	1	2	3	0	1
LOC121107642	1	0	0	4	2	0
LOC121107643	0	0	0	0	0	0
LOC121107644	0	1	0	0	2	0
LOC121107645	0	1	1	0	0	0
LOC121107646	13	3	4	7	10	19
LOC121107647	32	37	24	16	23	32
LOC121107648	0	0	1	1	1	0
LOC121107649	6	1	24	27	57	1
LOC121107650	13	8	6	7	10	7
LOC121107651	2	0	2	0	4	1
LOC121107652	8	4	9	6	7	9
LOC121107653	6	3	0	3	0	0
LOC121107654	2	0	0	0	0	0
LOC121107655	0	4	8	4	12	6
LOC121107656	0	0	3	1	1	2
LOC121107657	0	0	1	1	2	0
LOC121107658	0	2	2	4	5	3
LOC121107659	0	2	2	9	2	0
LOC121107660	1	5	8	5	1	0
LOC121107662	0	0	3	0	2	2
LOC121107663	0	4	3	6	3	5
LOC121107664	0	1	3	6	3	3
LOC121107665	0	3	3	1	2	2
LOC121107666	0	0	0	0	0	0
LOC121107667	0	0	0	1	1	0
LOC121107668	0	0	0	0	0	0
LOC121107669	0	0	0	0	0	0
LOC121107670	0	0	0	0	0	0
LOC121107671	0	0	0	0	0	0
LOC121107672	0	0	0	0	0	0
LOC121107673	0	0	0	0	0	0
LOC121107674	0	0	0	0	0	0
LOC121107675	0	2	2	0	0	4
LOC121107676	0	1	2	0	5	2
LOC121107677	0	0	0	0	0	0
LOC121107678	0	0	0	0	0	0
LOC121107679	0	0	0	0	0	0
LOC121107680	52	72	39	53	37	63
LOC121107681	53	36	30	60	61	104
LOC121107682	0	0	0	0	3	0
LOC121107683	4	44	5	10	19	13
LOC121107684	14	12	68	2	7	4
LOC121107685	5	12	4	27	14	6
LOC121107686	0	2	1	1	1	6
LOC121107687	7131	5921	6508	4058	11724	2942
LOC121107688	0	1	2	0	1	1
LOC121107689	2	0	5	4	3	0
LOC121107690	0	0	0	0	0	0
LOC121107691	32	1	7	14	28	18
LOC121107692	7	3	7	1	3	1
LOC121107693	27	39	16	19	22	51
LOC121107694	3	1	5	9	6	9
LOC121107695	4	2	3	3	1	8
LOC121107696	0	0	0	3	1	0
LOC121107697	0	1	4	1	0	0
LOC121107698	0	6	5	1	0	2
LOC121107699	5	1	1	0	2	1
LOC121107700	51	33	60	59	38	50
LOC121107701	0	1	5	4	6	5
LOC121107702	1	0	1	0	1	0
LOC121107703	1	0	0	0	0	0
LOC121107704	90	518	25	232	363	237
LOC121107705	0	0	0	0	0	0
LOC121107706	0	0	0	0	0	0
LOC121107707	0	0	0	0	0	0
LOC121107708	0	4	0	0	0	0
LOC121107709	0	1	0	1	0	0
LOC121107710	1	0	1	0	0	0
LOC121107711	1	2	1	1	1	2
LOC121107712	0	0	0	0	0	0
LOC121107713	0	0	0	0	0	0
LOC121107714	0	0	0	0	2	0
LOC121107715	0	0	0	0	0	0
LOC121107716	0	0	0	0	0	0
LOC121107717	91	134	37	129	132	183
LOC121107718	0	0	0	2	0	0
LOC121107719	4	0	1	0	0	0
LOC121107720	0	1	2	11	4	3
LOC121107721	20	20	22	14	54	45
LOC121107722	0	0	0	0	0	0
LOC121107723	0	0	0	0	0	0
LOC121107724	0	0	2	6	0	3
LOC121107725	0	0	0	0	0	0
LOC121107726	0	0	0	0	0	0
LOC121107727	1	0	1	0	0	1
LOC121107728	4	1	2	0	0	2
LOC121107729	5	11	4	13	13	3
LOC121107730	0	0	0	0	0	0
LOC121107731	0	0	0	0	0	0
LOC121107732	0	0	0	0	1	0
LOC121107733	832	816	885	836	802	633
LOC121107734	0	0	0	0	0	2
LOC121107735	0	0	0	0	0	0
LOC121107736	0	0	0	0	0	0
LOC121107737	46	30	24	40	21	53
LOC121107738	1	1	0	0	0	0
LOC121107739	2	0	2	0	7	3
LOC121107740	0	1	2	6	4	2
LOC121107741	132	86	80	151	168	67
LOC121107742	37	86	64	78	115	66
LOC121107743	24	15	14	27	17	33
LOC121107744	1	1	0	0	0	0
LOC121107745	2	0	1	0	0	0
LOC121107746	20	48	22	36	58	41
LOC121107747	7	10	10	8	6	17
LOC121107748	1	0	0	2	1	3
LOC121107749	5	5	5	1	10	6
LOC121107750	0	0	0	0	0	0
LOC121107751	0	0	0	0	0	0
LOC121107752	7	11	2	9	16	20
LOC121107753	0	0	0	0	0	0
LOC121107754	0	0	16	0	4	7
LOC121107755	0	0	0	0	0	0
LOC121107756	0	0	0	0	0	0
LOC121107757	4	6	7	6	18	2
LOC121107758	0	0	0	0	0	0
LOC121107759	333	379	256	342	530	463
LOC121107760	3	4	6	16	20	9
LOC121107761	0	0	0	0	0	0
LOC121107762	0	1	0	0	0	0
LOC121107763	0	0	0	0	0	0
LOC121107764	1	0	0	2	0	0
LOC121107765	0	0	0	0	0	0
LOC121107766	0	0	0	0	0	1
LOC121107767	0	0	0	0	1	3
LOC121107768	4	1	0	4	8	4
LOC121107769	0	2	0	0	1	0
LOC121107770	1	4	0	0	7	1
LOC121107771	1	1	6	9	4	2
LOC121107772	0	1	0	0	0	0
LOC121107773	1	0	0	0	1	0
LOC121107774	174	131	113	270	178	199
LOC121107775	0	0	0	0	0	1
LOC121107776	5	11	9	5	16	0
LOC121107777	0	2	0	0	1	2
LOC121107778	5	7	4	3	7	4
LOC121107779	0	0	0	0	0	0
LOC121107780	0	1	3	1	0	0
LOC121107781	2	0	0	0	7	12
LOC121107782	0	1	0	1	1	1
LOC121107783	0	1	0	0	2	0
LOC121107784	0	0	0	0	0	0
LOC121107785	4	3	4	5	7	3
LOC121107786	10	6	5	10	20	14
LOC121107787	0	4	4	2	1	1
LOC121107788	0	2	0	0	0	0
LOC121107789	1	0	0	3	4	0
LOC121107790	3	1	0	2	3	0
LOC121107791	201	150	97	122	154	146
LOC121107792	0	0	0	0	0	0
LOC121107793	0	0	0	0	0	0
LOC121107794	22	22	19	14	16	28
LOC121107795	0	0	0	0	0	1
LOC121107796	7	12	17	18	15	11
LOC121107797	51	50	33	48	63	57
LOC121107798	0	0	0	0	0	0
LOC121107799	0	0	0	1	0	0
LOC121107800	0	0	0	0	0	0
LOC121107801	0	0	0	0	0	0
LOC121107802	0	0	0	0	0	0
LOC121107803	0	0	0	0	0	0
LOC121107804	0	0	0	0	0	0
LOC121107805	0	0	0	0	0	0
LOC121107806	0	0	0	0	0	0
LOC121107807	2	0	1	0	0	0
LOC121107808	2	1	1	4	1	0
LOC121107809	2	1	0	1	3	1
LOC121107810	4	0	3	3	8	1
LOC121107811	0	0	0	0	0	0
LOC121107812	0	2	0	1	0	0
LOC121107813	0	0	0	0	0	0
LOC121107814	3	14	0	47	55	8
LOC121107815	0	0	0	2	0	0
LOC121107816	0	1	0	2	4	0
LOC121107817	1	0	0	1	0	2
LOC121107818	3	8	4	15	7	1
LOC121107819	0	0	0	3	7	0
LOC121107820	0	0	0	0	0	1
LOC121107821	0	0	2	4	4	0
LOC121107822	1	2	4	3	0	3
LOC121107823	2	1	9	4	8	9
LOC121107824	0	0	2	0	0	0
LOC121107825	1	0	0	1	0	1
LOC121107826	0	0	0	0	0	0
LOC121107827	0	0	0	0	0	0
LOC121107828	6	33	47	45	45	42
LOC121107829	0	0	0	0	0	0
LOC121107830	6	2	12	7	13	6
LOC121107831	0	0	1	1	6	3
LOC121107832	0	0	0	0	0	0
LOC121107833	0	0	3	0	0	0
LOC121107834	0	0	0	0	0	0
LOC121107835	0	0	0	0	0	0
LOC121107836	0	0	0	0	0	0
LOC121107837	1	4	0	1	4	0
LOC121107838	2	0	0	3	13	4
LOC121107839	0	0	0	0	0	0
LOC121107840	0	0	0	0	0	0
LOC121107841	0	0	0	0	0	0
LOC121107842	0	0	0	0	0	0
LOC121107843	875	708	409	1072	207	85
LOC121107844	0	0	0	0	0	0
LOC121107845	0	0	0	0	0	0
LOC121107846	1	1	1	2	3	1
LOC121107847	0	0	0	0	0	0
LOC121107848	0	0	0	0	0	0
LOC121107849	0	0	0	0	0	0
LOC121107850	6	9	4	8	11	7
LOC121107851	1	1	5	9	0	0
LOC121107852	4	0	0	16	4	0
LOC121107853	0	0	0	0	0	0
LOC121107854	16	1	1	10	32	8
LOC121107855	0	0	0	0	0	0
LOC121107856	0	0	0	0	1	0
LOC121107857	0	0	0	0	0	0
LOC121107858	0	0	0	0	0	0
LOC121107859	0	0	0	0	0	0
LOC121107860	2	2	6	10	6	1
LOC121107861	0	0	0	0	0	0
LOC121107862	0	0	5	32	0	11
LOC121107863	0	0	0	0	0	0
LOC121107864	0	0	0	0	0	0
LOC121107865	4	1	0	11	8	1
LOC121107866	1	3	7	5	7	18
LOC121107867	0	0	0	0	0	0
LOC121107868	8	4	8	23	5	9
LOC121107869	3	2	3	2	5	6
LOC121107870	0	0	0	0	0	0
LOC121107871	17	21	63	110	1	25
LOC121107872	0	0	0	0	0	0
LOC121107873	0	0	0	0	0	0
LOC121107874	13	4	3	9	1	2
LOC121107875	0	5	1	4	4	6
LOC121107876	0	0	0	0	0	0
LOC121107877	1	0	0	0	0	0
LOC121107878	4	6	5	2	4	3
LOC121107879	1	0	0	0	0	0
LOC121107880	0	0	0	0	0	0
LOC121107881	2	0	0	0	1	1
LOC121107882	24	5	19	46	0	11
LOC121107883	5	0	0	8	0	0
LOC121107884	0	0	0	0	0	0
LOC121107885	0	0	0	0	0	0
LOC121107886	0	0	0	0	0	0
LOC121107887	0	0	0	0	0	0
LOC121107888	0	1	1	0	0	0
LOC121107889	0	1	0	1	6	3
LOC121107890	5	7	2	16	11	13
LOC121107891	0	0	0	6	0	0
LOC121107892	0	0	0	0	0	0
